jaar,patientgroep,Provincie,geslacht,leeftijdsklasse,dialysevorm,dialysevorm_sub,prevalentie_abs,prevalentie_rel,prevalentie_rel_std,incidentie_dag1_abs,incidentie_dag1_rel,incidentie_dag1_rel_std,incidentie_dag91_abs,incidentie_dag91_rel,incidentie_dag91_rel_std,Aantal_patienten_kosten,Zorgkosten_totaal,Zorgkosten_eerstelijns,Zorgkosten_medicatie,Zorgkosten_ziekenvervoer,Zorgkosten_GGZ,Zorgkosten_overig,Zorgkosten_DBC_RRT,Zorgkosten_DBC_overig,Zorgkosten_DBC_totaal,Noemer_overige_themas,Aantal_specialist,Pct_specialist,Aantal_cardioloog,Pct_cardioloog,Aantal_internist,Pct_internist,Aantal_dermatoloog,Pct_dermatoloog,Aantal_chirurg,Pct_chrirug,Aantal_fysiotherapeut,Pct_fysiotherapeut,Aantal_dietist,pct_dietist,Aantal_shuntinterventies,Pct_shuntinterventies,Aantal_screening_transplantatie,Pct_screening_transplantatie,Aantal_intensive_care,Pct_intensive_care,Aantal_dialyse_intensive_care,Pct_dialyse_intensive_care,Aantal_antihypertensiva_RAAS,Pct_antihypertensiva_RAAS,Aantal_antihyp_ACE_remmers,Pct_antihyp_ACE_remmers,Aantal_diabetesmed_insuline,Pct_diabetesmed_insuline,Aantal_diabetesmed_overig,Pct_diabetesmed_overig,Aantal_lipid_statine,Pct_lipid_statine,Aantal_lipid_overig,Pct_lipid_overig,Aantal_antidepressiva,Pct_antidepressiva,Aantal_slaapmedicatie,Pct_slaapmedicatie,Aantal_antistolling,Pct_antistolling,Aantal_overlijden,pct_overlijden,Aantal_procedure_vaatlijden,Pct_procedure_vaatlijden,Aantal_SEH,pct_seh,Aantal_polikliniek,Pct_polikliniek,Aantal_opname,pct_opname,Aantal_diabetes,Pct_diabetes,Aantal_maligniteit,pct_maligniteit,Aantal_macrovasculair,pct_macrovasculair,Aantal_coronair,pct_coronair,Aantal_perif_art_vaatl,Pct_perif_art_vaatl,Aantal_CVA_TIA,Pct_CVA_TIA,Aantal_hypertensie,pct_hypertensie
2012,Dialyse,Alle,V,65-74 jaar,Peritoneale dialyse (PD),APD,50,61,,,,,,,,,,,,,,,,,,51,48,94.12%,21,43.75%,33,68.75%,,,,,,,,,,,,,,,,,32,62.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,92.16%
2012,Dialyse,Alle,V,65-74 jaar,Peritoneale dialyse (PD),CAPD,39,47,,,,,,,,,,,,,,,,,,39,33,84.62%,18,54.55%,21,63.64%,,,,,,,,,,,,,,,,,28,71.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,100.00%
2012,Dialyse,Alle,V,75 jaar en ouder,Alle,Alle,891,1169,,,,,,,,,,,,,,,,,,891,830,93.15%,455,54.82%,472,56.87%,198,23.86%,296,35.66%,59,6.62%,,,,,,,79,8.87%,18,22.78%,421,47.25%,200,22.45%,204,22.90%,89,9.99%,465,52.19%,20,2.24%,128,14.37%,101,11.34%,663,74.41%,196,22.00%,,,,,,,,,,,92,10.33%,224,25.14%,119,13.36%,101,11.34%,34,3.82%,771,86.53%
2012,Dialyse,Alle,V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,816,1080,,,,,,,,,,,,,,,,,,816,761,93.26%,422,55.45%,431,56.64%,180,23.65%,285,37.45%,,,,,,,,,,,,,377,46.20%,179,21.94%,185,22.67%,78,9.56%,426,52.21%,,,,,,,,,176,21.57%,,,,,,,,,,,,,213,26.10%,,,,,,,705,86.40%
2012,Dialyse,Alle,V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,V,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,75,99,,,,,,,,,,,,,,,,,,75,69,92.00%,33,47.83%,41,59.42%,18,26.09%,11,15.94%,,,,,,,,,,,,,44,58.67%,21,28.00%,19,25.33%,11,14.67%,39,52.00%,,,,,,,,,20,26.67%,,,,,,,,,,,,,11,14.67%,,,,,,,66,88.00%
2012,Dialyse,Alle,V,75 jaar en ouder,Peritoneale dialyse (PD),APD,29,38,,,,,,,,,,,,,,,,,,29,28,96.55%,16,57.14%,17,60.71%,,,,,,,,,,,,,,,,,17,58.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,86.21%
2012,Dialyse,Alle,V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,46,61,,,,,,,,,,,,,,,,,,46,41,89.13%,17,41.46%,24,58.54%,,,,,,,,,,,,,,,,,27,58.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,89.13%
2012,Dialyse,Alle,M,Alle (20+),Alle,Alle,3732,598,,,,,,,,,,,,,,,,,,3732,3499,93.76%,2092,59.79%,2056,58.76%,796,22.75%,1430,40.87%,270,7.23%,,,,,,,446,11.95%,137,30.72%,1890,50.64%,1119,29.98%,784,21.01%,334,8.95%,2000,53.59%,87,2.33%,366,9.81%,293,7.85%,2589,69.37%,600,16.08%,,,,,,,,,,,532,14.26%,1184,31.73%,681,18.25%,560,15.01%,126,3.38%,3303,88.50%
2012,Dialyse,Alle,M,Alle (20+),Hemodialyse (HD),Alle subvormen HD,3137,505,,,,,,,,,,,,,,,,,,3141,2946,93.79%,1749,59.37%,1744,59.20%,678,23.01%,1228,41.68%,231,7.35%,,,,,,,400,12.73%,,,1491,47.47%,887,28.24%,663,21.11%,286,9.11%,1644,52.34%,75,2.39%,318,10.12%,258,8.21%,2214,70.49%,517,16.46%,,,,,,,,,,,455,14.49%,1002,31.90%,562,17.89%,500,15.92%,,,2736,87.11%
2012,Dialyse,Alle,M,Alle (20+),Hemodialyse (HD),HD in centrum,3009,484,,,,,,,,,,,,,,,,,,3011,2828,93.92%,1686,59.62%,1667,58.95%,652,23.06%,1189,42.04%,,,,,,,,,,,,,1432,47.56%,846,28.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633,87.45%
2012,Dialyse,Alle,M,Alle (20+),Hemodialyse (HD),HD thuis,128,21,,,,,,,,,,,,,,,,,,130,118,90.77%,63,53.39%,77,65.25%,26,22.03%,39,33.05%,,,,,,,,,,,,,59,45.38%,41,31.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,79.23%
2012,Dialyse,Alle,M,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,588,95,,,,,,,,,,,,,,,,,,591,553,93.57%,343,62.03%,312,56.42%,118,21.34%,202,36.53%,39,6.60%,,,,,,,46,7.78%,,,399,67.51%,232,39.26%,121,20.47%,48,8.12%,356,60.24%,12,2.03%,48,8.12%,35,5.92%,375,63.45%,83,14.04%,,,,,,,,,,,77,13.03%,182,30.80%,119,20.14%,60,10.15%,,,567,95.94%
2012,Dialyse,Alle,M,Alle (20+),Peritoneale dialyse (PD),APD,319,51,,,,,,,,,,,,,,,,,,320,304,95.00%,186,61.18%,169,55.59%,67,22.04%,98,32.24%,,,,,,,,,,,,,222,69.38%,127,39.69%,62,19.38%,27,8.44%,197,61.56%,,,26,8.13%,14,4.38%,191,59.69%,39,12.19%,,,,,,,,,,,47,14.69%,88,27.50%,65,20.31%,23,7.19%,,,306,95.63%
2012,Dialyse,Alle,M,Alle (20+),Peritoneale dialyse (PD),CAPD,269,43,,,,,,,,,,,,,,,,,,271,249,91.88%,157,63.05%,143,57.43%,51,20.48%,104,41.77%,,,,,,,,,,,,,177,65.31%,105,38.75%,59,21.77%,21,7.75%,159,58.67%,,,22,8.12%,21,7.75%,184,67.90%,44,16.24%,,,,,,,,,,,30,11.07%,94,34.69%,54,19.93%,37,13.65%,,,261,96.31%
2012,Dialyse,Alle,M,20-44 jaar,Alle,Alle,332,127,,,,,,,,,,,,,,,,,,332,285,85.84%,137,48.07%,171,60.00%,52,18.25%,122,42.81%,15,4.52%,,,,,,,38,11.45%,,,186,56.02%,128,38.55%,35,10.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13.86%,,,,,,,271,81.63%
2012,Dialyse,Alle,M,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,292,112,,,,,,,,,,,,,,,,,,293,253,86.35%,122,48.22%,152,60.08%,,,,,,,,,,,,,,,,,158,53.92%,107,36.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,80.20%
2012,Dialyse,Alle,M,20-44 jaar,Hemodialyse (HD),HD in centrum,266,102,,,,,,,,,,,,,,,,,,266,231,86.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,20-44 jaar,Hemodialyse (HD),HD thuis,26,10,,,,,,,,,,,,,,,,,,27,22,81.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,39,15,,,,,,,,,,,,,,,,,,39,32,82.05%,15,46.88%,19,59.38%,,,,,,,,,,,,,,,,,28,71.79%,21,53.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,92.31%
2012,Dialyse,Alle,M,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,45-64 jaar,Alle,Alle,1088,466,,,,,,,,,,,,,,,,,,1088,1010,92.83%,599,59.31%,598,59.21%,192,19.01%,430,42.57%,61,5.61%,,,,,,,152,13.97%,,,634,58.27%,411,37.78%,282,25.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,321,29.50%,,,,,,,958,88.05%
2012,Dialyse,Alle,M,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,879,377,,,,,,,,,,,,,,,,,,880,821,93.30%,486,59.20%,494,60.17%,,,,,,,,,,,,,127,14.43%,,,468,53.18%,306,34.77%,,,,,,,,,,,,,,,79,8.98%,,,,,,,,,,,89,10.11%,,,,,,,,,757,86.02%
2012,Dialyse,Alle,M,45-64 jaar,Hemodialyse (HD),HD in centrum,817,350,,,,,,,,,,,,,,,,,,818,765,93.52%,457,59.74%,456,59.61%,,,,,,,,,,,,,,,,,441,53.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,86.55%
2012,Dialyse,Alle,M,45-64 jaar,Hemodialyse (HD),HD thuis,62,27,,,,,,,,,,,,,,,,,,62,56,90.32%,29,51.79%,38,67.86%,,,,,,,,,,,,,,,,,27,43.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,79.03%
2012,Dialyse,Alle,M,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,205,88,,,,,,,,,,,,,,,,,,208,189,90.87%,113,59.79%,104,55.03%,,,,,,,,,,,,,25,12.02%,,,166,79.81%,105,50.48%,,,,,,,,,,,,,,,19,9.13%,,,,,,,,,,,19,9.13%,,,,,,,,,201,96.63%
2012,Dialyse,Alle,M,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,65-74 jaar,Alle,Alle,965,1219,,,,,,,,,,,,,,,,,,965,930,96.37%,607,65.27%,568,61.08%,220,23.66%,390,41.94%,85,8.81%,,,,,,,139,14.40%,40,28.78%,477,49.43%,270,27.98%,245,25.39%,110,11.40%,584,60.52%,31,3.21%,105,10.88%,70,7.25%,738,76.48%,163,16.89%,,,,,,,,,,,187,19.38%,377,39.07%,226,23.42%,180,18.65%,36,3.73%,870,90.16%
2012,Dialyse,Alle,M,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,792,1003,,,,,,,,,,,,,,,,,,793,762,96.09%,495,64.96%,473,62.07%,186,24.41%,339,44.49%,,,,,,,,,,,,,375,47.29%,216,27.24%,207,26.10%,,,,,,,,,,,,,133,16.77%,,,,,,,,,,,154,19.42%,317,39.97%,,,,,,,706,89.03%
2012,Dialyse,Alle,M,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,172,218,,,,,,,,,,,,,,,,,,172,168,97.67%,112,66.67%,95,56.55%,34,20.24%,51,30.36%,,,,,,,,,,,,,102,59.30%,54,31.40%,38,22.09%,,,,,,,,,,,,,30,17.44%,,,,,,,,,,,33,19.19%,60,34.88%,,,,,,,164,95.35%
2012,Dialyse,Alle,M,65-74 jaar,Peritoneale dialyse (PD),APD,99,125,,,,,,,,,,,,,,,,,,99,97,97.98%,65,67.01%,52,53.61%,,,,,,,,,,,,,,,,,62,62.63%,,,,,,,,,,,,,,,,,12,12.12%,,,,,,,,,,,,,31,31.31%,28,28.28%,,,,,93,93.94%
2012,Dialyse,Alle,M,65-74 jaar,Peritoneale dialyse (PD),CAPD,73,92,,,,,,,,,,,,,,,,,,73,71,97.26%,47,66.20%,43,60.56%,,,,,,,,,,,,,,,,,40,54.79%,,,,,,,,,,,,,,,,,18,24.66%,,,,,,,,,,,,,29,39.73%,19,26.03%,,,,,71,97.26%
2012,Dialyse,Alle,M,75 jaar en ouder,Alle,Alle,1347,2721,,,,,,,,,,,,,,,,,,1347,1274,94.58%,749,58.79%,719,56.44%,332,26.06%,488,38.30%,109,8.09%,,,,,,,117,8.69%,31,26.50%,593,44.02%,310,23.01%,222,16.48%,139,10.32%,773,57.39%,27,2.00%,129,9.58%,109,8.09%,1095,81.29%,330,24.50%,,,,,,,,,,,230,17.07%,440,32.67%,234,17.37%,216,16.04%,55,4.08%,1204,89.38%
2012,Dialyse,Alle,M,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,1174,2427,,,,,,,,,,,,,,,,,,1175,1110,94.47%,646,58.20%,625,56.31%,284,25.59%,423,38.11%,,,,,,,,,,,,,490,41.70%,258,21.96%,181,15.40%,123,10.47%,660,56.17%,,,,,,,,,296,25.19%,,,,,,,,,,,,,373,31.74%,,,,,,,1038,88.34%
2012,Dialyse,Alle,M,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Alle,M,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,172,356,,,,,,,,,,,,,,,,,,172,164,95.35%,103,62.80%,94,57.32%,48,29.27%,65,39.63%,,,,,,,,,,,,,103,59.88%,52,30.23%,41,23.84%,16,9.30%,113,65.70%,,,,,,,,,34,19.77%,,,,,,,,,,,,,67,38.95%,,,,,,,166,96.51%
2012,Dialyse,Alle,M,75 jaar en ouder,Peritoneale dialyse (PD),APD,77,159,,,,,,,,,,,,,,,,,,77,71,92.21%,44,61.97%,38,53.52%,,,,,,,,,,,,,,,,,43,55.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18.18%,28,36.36%,18,23.38%,10,12.99%,,,74,96.10%
2012,Dialyse,Alle,M,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,95,196,,,,,,,,,,,,,,,,,,95,93,97.89%,59,63.44%,56,60.22%,,,,,,,,,,,,,,,,,60,63.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.53%,39,41.05%,18,18.95%,19,20.00%,,,92,96.84%
2012,Dialyse,Groningen,M+V,Alle (20+),Alle,Alle,233,522,531,,,,,,,,,,,,,,,,,233,213,91.42%,96,45.07%,147,69.01%,46,21.60%,73,34.27%,14,6.01%,,,,,,,18,7.73%,,,97,41.63%,62,26.61%,55,23.61%,,,,,,,,,,,,,33,14.16%,,,,,,,,,,,25,10.73%,47,20.17%,16,6.87%,30,12.88%,,,202,86.70%
2012,Dialyse,Groningen,M+V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,198,443,452,,,,,,,,,,,,,,,,,198,182,91.92%,81,44.51%,124,68.13%,,,,,,,,,,,,,,,,,76,38.38%,49,24.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,18.69%,,,,,,,167,84.34%
2012,Dialyse,Groningen,M+V,Alle (20+),Hemodialyse (HD),HD in centrum,185,414,422,,,,,,,,,,,,,,,,,185,172,92.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,Alle (20+),Hemodialyse (HD),HD thuis,13,29,30,,,,,,,,,,,,,,,,,13,10,76.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,35,78,79,,,,,,,,,,,,,,,,,35,31,88.57%,15,48.39%,23,74.19%,,,,,,,,,,,,,,,,,21,60.00%,13,37.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28.57%,,,,,,,35,100.00%
2012,Dialyse,Groningen,M+V,Alle (20+),Peritoneale dialyse (PD),APD,12,27,26,,,,,,,,,,,,,,,,,12,11,91.67%,,,10,90.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,100.00%
2012,Dialyse,Groningen,M+V,Alle (20+),Peritoneale dialyse (PD),CAPD,23,51,53,,,,,,,,,,,,,,,,,23,20,86.96%,,,13,65.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,100.00%
2012,Dialyse,Groningen,M+V,20-44 jaar,Alle,Alle,27,144,151,,,,,,,,,,,,,,,,,27,25,92.59%,,,,,,,,,,,,,,,,,,,,,12,44.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,81.48%
2012,Dialyse,Groningen,M+V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,45-64 jaar,Alle,Alle,69,435,431,,,,,,,,,,,,,,,,,69,61,88.41%,,,,,,,,,,,,,,,,,,,,,32,46.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,86.96%
2012,Dialyse,Groningen,M+V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,57,359,357,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,84.21%
2012,Dialyse,Groningen,M+V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,12,76,75,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,100.00%
2012,Dialyse,Groningen,M+V,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,65-74 jaar,Alle,Alle,69,1218,1228,,,,,,,,,,,,,,,,,69,65,94.20%,33,50.77%,47,72.31%,18,27.69%,22,33.85%,,,,,,,,,,,,,29,42.03%,21,30.43%,22,31.88%,,,,,,,,,,,,,13,18.84%,,,,,,,,,,,,,12,17.39%,,,,,,,61,88.41%
2012,Dialyse,Groningen,M+V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Alle,Alle,68,1570,1591,,,,,,,,,,,,,,,,,68,62,91.18%,26,41.94%,33,53.23%,11,17.74%,20,32.26%,,,,,,,,,,,,,24,35.29%,10,14.71%,,,,,,,,,,,,,,,14,20.59%,,,,,,,,,,,,,20,29.41%,,,,,,,59,86.76%
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,57,1316,1336,,,,,,,,,,,,,,,,,57,51,89.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,84.21%
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,11,254,255,,,,,,,,,,,,,,,,,11,11,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,100.00%
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,M+V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Groningen,V,Alle (20+),Alle,Alle,97,429,433,,,,,,,,,,,,,,,,,97,88,90.72%,38,43.18%,61,69.32%,20,22.73%,25,28.41%,,,,,,,,,,,,,45,46.39%,26,26.80%,26,26.80%,,,,,,,,,,,,,13,13.40%,,,,,,,,,,,,,15,15.46%,,,,,,,83,85.57%
2012,Dialyse,Groningen,V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,84,371,377,,,,,,,,,,,,,,,,,84,77,91.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,83.33%
2012,Dialyse,Groningen,V,Alle (20+),Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
